Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	neuron projection development (GO:0031175)	53/171	2.844216e-03	9.779593e-02	0	0	1.628348e+00	9.546139e+00	APP;CNTNAP2;TRIO;CTNND2;RASGRF1;PTEN;BICDL1;PPP1R9A;TSKU;PPP1R9B;OPHN1;TMEM108;EPHB3;EPHA4;ADGRV1;UNC5A;MAPK8IP3;DNM2;SHTN1;CTTN;RAB35;RAPGEF2;TBC1D23;SGK1;HDGFL3;DBN1;GAS7;ROCK1;CAMSAP1;CAMSAP2;UBB;BLOC1S1;NPY;MICALL1;MICALL2;APOE;MAP4;SRGAP2;MARK2;LYN;TOR1A;WHRN;DAB2IP;DTNBP1;L1CAM;BMP7;DCLK1;MYO16;EHD1;TAOK3;DLG4;ZNF335;LRP12
GO_Biological_Process_2021	translational termination (GO:0006415)	33/96	2.862219e-03	9.781851e-02	0	0	1.896879e+00	1.110842e+01	MRPS15;MRPS16;GFM2;MRPS14;MRPL38;MRPL16;MRPL39;MRPS10;MRPL36;MRPL58;MRPL37;MRPL13;GSPT1;MRPL4;MRPL3;TRMT112;MRPL1;MRPL40;MRPL9;MRPS28;MRPS26;MRPS27;MRPS22;MRPS23;MRPS18A;MRPS21;MRPL28;MRPL48;MRPS7;MRPL24;MRPS5;MRPL21;AURKAIP1
GO_Biological_Process_2021	mitochondrial translational termination (GO:0070126)	31/89	3.001230e-03	1.012439e-01	0	0	1.935252e+00	1.124136e+01	MRPS15;MRPS16;GFM2;MRPS14;MRPL38;MRPL16;MRPL39;MRPS10;MRPL36;MRPL58;MRPL37;MRPL13;MRPL4;MRPL3;MRPL1;MRPL40;MRPL9;MRPS28;MRPS26;MRPS27;MRPS22;MRPS23;MRPS18A;MRPS21;MRPL28;MRPL48;MRPS7;MRPL24;MRPS5;MRPL21;AURKAIP1
GO_Biological_Process_2021	positive regulation of establishment of protein localization (GO:1904951)	10/19	3.004454e-03	1.012439e-01	0	0	4.016166e+00	2.332453e+01	CCT3;CCT2;DKC1;CEP295;CENPJ;CEP120;CHP1;CCT8;CCT7;CORO2B
GO_Biological_Process_2021	protein acetylation (GO:0006473)	14/31	3.016312e-03	1.012439e-01	0	0	2.977917e+00	1.728300e+01	NAA50;NAA60;CREBBP;NAA40;DSCC1;SPHK1;NAT10;ESCO2;SIRT1;KAT2B;KAT5;BLOC1S1;NAA16;CLOCK
GO_Biological_Process_2021	negative regulation of cell differentiation (GO:0045596)	58/191	3.108813e-03	1.026309e-01	0	0	1.581311e+00	9.129721e+00	FOXA1;TRIO;PTEN;TSKU;SOX3;SPRED2;SHH;SPRED1;HEY1;GPER1;MYB;SOX9;ADAMTS7;ADGRV1;NOG;SIRT1;OVOL2;SDHAF2;PPARG;ZFPM2;ABCG1;YAP1;CTR9;HPN;LRP5;GATA3;ADAMTS12;HDAC7;LEO1;PTK2B;TRPM4;TBX1;JAG1;SMAD3;SEMA4D;CAV1;PTCH1;ZBTB16;DAB2IP;PTPN11;TMEM64;SMAD6;TBX5;BMP7;VASN;BMP5;SMAD7;BMP4;EFNA1;NFKBIA;ASXL1;SKI;MEIS1;COL5A1;RIOX1;ID2;ANP32B;FERMT2
GO_Biological_Process_2021	positive regulation of cytoskeleton organization (GO:0051495)	29/82	3.118301e-03	1.026309e-01	0	0	1.980904e+00	1.143074e+01	SEMA5A;NRP1;NUMA1;LMOD2;BAIAP2L2;BAIAP2L1;ABL1;PTK2B;CCR7;PLK4;VASP;BCAS3;CARMIL1;DYNC1H1;EDN1;PRKCE;NTRK3;BAIAP2;P2RX7;VIL1;CTTN;BIN1;CDC42EP4;CDC42EP3;CDC42EP1;F2RL1;EVL;ARF6;CCL26
GO_Biological_Process_2021	protein localization to cell surface (GO:0034394)	13/28	3.129596e-03	1.026309e-01	0	0	3.133580e+00	1.807089e+01	PIGU;SMURF1;USP4;EMP2;MESD;FBLN5;GGA1;WNT11;PIGK;FLNA;CTNNB1;GPIHBP1;ARF6
GO_Biological_Process_2021	mRNA modification (GO:0016556)	11/22	3.155066e-03	1.026309e-01	0	0	3.614923e+00	2.081742e+01	TRUB2;WTAP;DKC1;PUS1;METTL3;PCIF1;METTL8;ZC3H13;VIRMA;CBLL1;CMTR1
GO_Biological_Process_2021	regulation of protein phosphorylation (GO:0001932)	77/266	3.160312e-03	1.026309e-01	0	0	1.478536e+00	8.512058e+00	APP;TFRC;TRAF3IP1;FBH1;AKAP8L;ITGB2;PTEN;HSPB1;ARRB1;PARK7;FLCN;CCND3;BMPER;FGF9;AKT2;GPER1;PIP5KL1;ZC3H12A;NPTN;AKT1;PLCE1;CHP1;SOX9;PDE8A;EPHA7;HSP90AA1;AXIN1;AXIN2;SIRT1;MMP9;PGF;IMPACT;CLDN3;MYADM;TERF2IP;PHIP;WDFY2;GAS6;SPTBN4;PPP1R15B;RALB;FAXDC2;PDGFA;PRR5L;EFNA5;RASGRP1;CORO1C;LRP6;FXR1;SOCS1;GPNMB;ERBB4;NSD1;P2RY1;ABL1;DVL2;LYN;TBX1;NTRK2;NPM1;SEMA4D;IL34;NTRK3;DAB2IP;VEGFB;BMP7;PTK2;PML;BMP4;EFNA1;CCDC88A;IBTK;SLCO3A1;CCDC88C;PLXNB2;TARDBP;NOP53
GO_Biological_Process_2021	organelle organization (GO:0006996)	115/420	3.168779e-03	1.026309e-01	0	0	1.370317e+00	7.885366e+00	USP6NL;UBXN2A;PARK7;RAB43;CHCHD2;GOLGA5;FAM174B;MYC;PLCE1;LONP2;KIFAP3;PRKCI;COG7;FBXW8;STX7;TPM1;ZFP69B;COG2;COG1;WDR73;POLRMT;ATAD3A;HCFC1;GOLGA8B;RAB31;POLG2;BIN1;YME1L1;TFAM;PHIP;OBSL1;BLZF1;TMED10;SAR1B;TOR1AIP2;CAMSAP1;DNAJC28;CNN2;ARHGAP21;STRIP2;ATXN7;PACSIN2;APOE;SEC31A;TOR1A;ATP8B2;ABCA3;SEC16A;CAV1;MICAL3;HPS3;MICAL2;LARP4;TOR1B;TJAP1;KLHL20;NSFL1C;DIAPH1;ADCK1;CHMP2B;RANBP10;CYCS;TMCC1;BRWD1;NUMA1;MAST4;MAST2;FAF2;MIA3;SYNE3;SIPA1L3;SYNE1;ZMYM4;CHMP1B;CHMP1A;TMED3;TMED4;BCAS3;VPS13D;GORASP2;MTFR1;RHOU;STOML2;ATL3;ATL2;HTT;AFG1L;HSD17B10;FGD2;FGD3;FGD5;VPS51;LMAN2;BNIP1;PAK6;SPTSSB;PAK4;CENPT;PEX16;CHGA;SPRYD3;HUWE1;RANBP9;CDC42BPB;LYSMD3;PEX14;VMP1;GOLPH3;ABI2;RAB14;DOP1B;VAPB;KRT16;TRIP11;SIPA1
GO_Biological_Process_2021	outflow tract septum morphogenesis (GO:0003148)	12/25	3.185035e-03	1.026309e-01	0	0	3.337196e+00	1.918652e+01	ACVR1;TBX1;BMP4;NRP1;TGFB2;BMPR2;SEMA3C;PARVA;SMAD6;ZFPM2;FGFR2;ROBO1
GO_Biological_Process_2021	regulation of myeloid cell differentiation (GO:0045637)	25/68	3.239388e-03	1.037893e-01	0	0	2.104207e+00	1.206209e+01	KMT2E;L3MBTL1;KMT2D;KMT2A;CTR9;KMT2B;THBS1;LGALS3;RBBP5;LEO1;PTK2B;PRMT6;LYN;NFE2;CREBBP;RBM15;ZBTB16;SETD1A;RUNX1;CNOT4;TNRC6C;KAT2B;MEIS1;EIF6;TNRC6A
GO_Biological_Process_2021	negative regulation of phosphorylation (GO:0042326)	30/86	3.383767e-03	1.071970e-01	0	0	1.939509e+00	1.103341e+01	HDAC4;PPP1R15B;ANKLE2;ROCK1;TRAF3IP1;PRKRIP1;PTEN;PRR5L;PARK7;CORO1C;LRP6;PIP5KL1;ZC3H12A;CHP1;LYN;TIGAR;NTRK3;DAB2IP;DYNLL1;CBFA2T3;SIRT1;BMP7;BMP4;IMPACT;IBTK;NCOR1;MYADM;TERF2IP;INHA;TARDBP
GO_Biological_Process_2021	regulation of Ras protein signal transduction (GO:0046578)	30/86	3.383767e-03	1.071970e-01	0	0	1.939509e+00	1.103341e+01	NOTCH2;KANK1;LRRC59;MAPKAP1;RASGRF1;DENND3;RASGRP1;EPS8;FLCN;OPHN1;RASGEF1A;PLCE1;EPS8L3;RALGPS1;LYN;STARD13;TGFB2;DENND4A;DAB2IP;ARHGEF18;VAV1;DLC1;RABL3;RAPGEF1;GRB2;RAF1;LZTR1;SQSTM1;OGT;ARF6
GO_Biological_Process_2021	response to ionizing radiation (GO:0010212)	26/72	3.601418e-03	1.134351e-01	0	0	2.045736e+00	1.151018e+01	H2AX;BLM;STK11;COP1;MRNIP;MTA1;KAT5;MYC;SMPD1;XRRA1;UIMC1;INTS3;HUS1;AEN;INO80;MAPK14;SIRT1;RHOB;RNF168;NET1;GRB2;RAD1;RAD9B;CLOCK;RHNO1;RAD9A
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	133/496	3.620911e-03	1.134351e-01	0	0	1.332229e+00	7.488497e+00	APP;GMFB;TESK2;IGF1R;NRBP2;STK10;RPS6KA3;STK11;AKT2;CDK20;PIM1;AKT1;PIM3;MAP3K7;EPHB4;PDK2;EPHB3;PRKCG;ACVR1;EPHA4;PRKCI;CDKL4;PRKCH;CSNK2A1;DAPK1;DAPK2;PRKCE;DAPK3;LMTK3;DYRK1B;VRK1;VRK2;VRK3;ERN1;ILF3;MAPKAPK3;MAPKAPK2;TRIB1;PRKCZ;TTBK1;NUAK2;GRK2;GRK5;IRAK1;GRK6;ABL1;MAP3K20;ABL2;MARK3;IP6K3;MARK2;LYN;PLK4;SMAD2;CDK18;CDK19;TGFB2;DMPK;NEK6;PLK1;DCLK1;PTK2;SMAD7;CDK9;BMP4;TBCK;CDK4;WNK1;CDK3;COPS8;MAP3K13;BMPR1B;FGFR2;ATR;RET;DDR1;BMPR2;FLT1;MAST4;FLT3;MAST2;PRKAG2;PIK3CD;PRKAG3;EEF2K;TLK2;ERC1;STRADA;BAZ1B;YWHAZ;CCNA2;LATS1;LATS2;INCENP;KIT;RARA;CRY1;PICK1;SGK3;GAS6;SGK1;SGK2;CILK1;CAMK2B;ROCK1;CAB39;SRC;MAPK8;WNT11;ERBB4;PAK6;PTK2B;MAP4K5;MAPK6;PAK2;PAK4;NTRK2;MAP3K1;CDC42BPG;DAB2IP;CDC42BPB;MERTK;MAPK14;HIPK3;MAPK12;HIPK2;MAPK13;SBK1;ABI2;TAOK3;STK17B;PKN2;NEK11
GO_Biological_Process_2021	phosphate-containing compound metabolic process (GO:0006796)	63/212	3.717557e-03	1.153941e-01	0	0	1.533398e+00	8.578883e+00	INPPL1;PTEN;PIK3CD;PIK3CB;HK2;HK1;THTPA;DUSP10;ACP6;AKT1;PIP4K2A;PLCE1;TNFAIP8L3;ACP2;PRKCG;EPHA7;PLA2G4D;SPHK2;PLA2G4E;SPHK1;ITPK1;ACYP2;OCRL;INPP4A;PLA2G15;INPP4B;PPM1A;PLCB3;PLCB4;PPA2;PPA1;GPD2;PXYLP1;ALDOB;ALDOA;PLCB1;PLPP2;IPPK;CERKL;PFKFB3;PLD4;CLN8;AGPAT2;INPP5A;INPP5D;INPP5J;PGK1;PLCG1;PAK2;IP6K3;NADK;TIGAR;AGK;PLA2G2C;GFPT2;STAT3;ALOX15B;PLCH1;CALM1;PLCD3;PFKM;FRA10AC1;PFKP
GO_Biological_Process_2021	rRNA processing (GO:0006364)	53/173	3.724370e-03	1.153941e-01	0	0	1.601003e+00	8.954182e+00	RPL30;RPL31;RPLP1;WDR3;RRP1;RPLP0;NAT10;RPL10A;RPL6;RPS14;RPS16;MRPL1;RPL18A;NOB1;RPL38;RPL37;RIOK1;PELP1;WDR36;RPL21;UTP11;IMP3;RPL22;WDR74;RPL13A;DKC1;RPL37A;RPL29;DDX27;RPL36A;NOC4L;NOL9;EXOSC10;BMS1;EXOSC9;RPL13;EXOSC3;EXOSC2;NOP14;RPL41;KRR1;RIOK3;WDR18;WDR55;RCL1;RSL1D1;TBL3;EIF6;LAS1L;RPL27A;MPHOSPH10;NOL11;NOP53
GO_Biological_Process_2021	nucleus organization (GO:0006997)	19/48	3.800013e-03	1.169435e-01	0	0	2.370053e+00	1.320772e+01	NUP205;SUN1;TOR1A;NUMA1;DMPK;NUP155;SPAG4;WDR73;LEMD2;SUN5;SYNE1;ATXN7;BIN1;REEP4;CHMP1B;CHMP1A;TPR;CHMP2B;NUP54
GO_Biological_Process_2021	regulation of Notch signaling pathway (GO:0008593)	29/83	3.815854e-03	1.169435e-01	0	0	1.944096e+00	1.082588e+01	YAP1;SRC;ARRB1;NRARP;RBPJ;LFNG;HEY1;ZMIZ1;AKT1;CHAC1;HIF1AN;ZBTB7A;BEND6;JAG2;EGFL7;PRKCI;CREBBP;TGFB2;JAG1;NIBAN2;ARRDC1;METTL3;STAT3;SREBF2;DLK1;NOTCH2NLC;KAT2B;ELF3;LLGL2
GO_Biological_Process_2021	cellular response to hormone stimulus (GO:0032870)	27/76	3.957047e-03	1.195336e-01	0	0	1.994431e+00	1.103370e+01	THRB;SRC;ATP1A3;ATP1A1;TFPI;CACNA1H;ZFP36L1;GHR;SOCS2;SFR1;CTSL;GPER1;TRIM24;CTSH;SLIT3;CTSB;PELP1;BCAS3;NCOA2;NCOA3;CAV1;NCOA4;STAT3;ARID5A;WT1;KLF9;RARA
GO_Biological_Process_2021	regulation of epithelial to mesenchymal transition (GO:0010717)	27/76	3.957047e-03	1.195336e-01	0	0	1.994431e+00	1.103370e+01	FOXA1;CRB2;PHLDB1;HPN;PTEN;GATA3;SPRED2;SPRED1;ZNF703;DAG1;GCNT2;SMAD2;TGFB2;SMAD3;DAB2IP;AXIN2;TBX5;ELL3;VASN;OVOL2;BMP5;SMAD7;EFNA1;OLFM1;SDHAF2;CTNNB1;FERMT2
GO_Biological_Process_2021	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)	21/55	4.001249e-03	1.195336e-01	0	0	2.234627e+00	1.233771e+01	IGBP1;GPX1;RNF34;ARL6IP1;CSNK2A1;SRC;SIAH2;XIAP;CAAP1;PARK7;MMP9;THBS1;SH3RF1;PAX2;RPS6KA3;DNAJB6;AKT1;DPEP1;GAS6;RAF1;PAK2
GO_Biological_Process_2021	protein sumoylation (GO:0016925)	21/55	4.001249e-03	1.195336e-01	0	0	2.234627e+00	1.233771e+01	NUP214;PIAS4;RANBP2;NUP205;NUP107;UBE2I;NUP188;NUP210;NUP155;BCL11A;NSMCE2;RANGAP1;AAAS;NUP160;KIAA1586;TPR;NUP54;SAE1;RAE1;NUP58;TRPM4
GO_Biological_Process_2021	negative regulation of Ras protein signal transduction (GO:0046580)	15/35	4.021753e-03	1.195336e-01	0	0	2.712139e+00	1.496026e+01	KANK1;TGFB2;ITGA3;CCDC125;CUL3;MAPKAP1;HEG1;DAB2IP;ARHGAP35;FLCN;DLC1;ABL2;LZTR1;MET;SCAI
GO_Biological_Process_2021	peptide biosynthetic process (GO:0043043)	50/162	4.027554e-03	1.195336e-01	0	0	1.617965e+00	8.922425e+00	RPL30;MRPS15;MRPS16;RPL31;MRPS14;RPLP1;RPLP0;MRPL36;MRPL37;RPL10A;RPL6;GGTA1;RPS14;MRPL3;RPS16;RPL18A;ZAR1L;RPL38;RPL37;MRPL9;RPS13;RPL21;RPS8;RPL22;DHPS;MRPS18A;MRPS21;RPL13A;RPS3A;MRPS7;DARS1;MRPS5;SARS1;RPL37A;RPL29;SRBD1;RPL36A;FURIN;RRBP1;MRPL13;GSPT1;EIF4EBP2;RPL13;IGF2BP3;RPL41;MRPL28;MRPL24;RPS26;RPL27A;RSL24D1
GO_Biological_Process_2021	modification-dependent protein catabolic process (GO:0019941)	60/201	4.081666e-03	1.195978e-01	0	0	1.542951e+00	8.488159e+00	PPP1R11;UBE3C;UBE2D2;KEAP1;ARRB1;UBE3B;FBXO21;FBXO22;HERPUD1;NUB1;PTTG1;CDC26;TRIM25;BTRC;UBL7;MYLIP;RNF43;ANAPC7;ARRDC1;TRPC4AP;RNF40;RNF144A;RNF168;CDC34;RNF125;UBE2R2;ANAPC5;SQSTM1;PCYOX1;RNF34;KLHL15;CUL3;NEDD8;FBXO45;BAG6;RNF213;ZNRF3;UBB;UBQLN1;RBBP6;BUB3;NDFIP2;UBE2I;KLHL25;UBE2B;FEM1A;SMURF1;SIAH2;AMFR;PLK1;UBE2G2;FBXL14;CNOT4;ITCH;SPSB1;KLHL8;PSMC2;TTC3;TRIP12;MAD2L1
GO_Biological_Process_2021	bone morphogenesis (GO:0060349)	8/14	4.114553e-03	1.195978e-01	0	0	4.818098e+00	2.646690e+01	TFAP2A;SKI;CYP26B1;BMPR2;LRP5;BMPR1B;FGFR2;LRP6
GO_Biological_Process_2021	positive regulation of brown fat cell differentiation (GO:0090336)	8/14	4.114553e-03	1.195978e-01	0	0	4.818098e+00	2.646690e+01	SOX13;NAPEPLD;PIM1;SIX1;METRNL;ZBTB7B;BMP7;RREB1
GO_Biological_Process_2021	ribonucleoside monophosphate biosynthetic process (GO:0009156)	8/14	4.114553e-03	1.195978e-01	0	0	4.818098e+00	2.646690e+01	ATIC;IMPDH1;PPAT;RFK;ADK;GMPS;ADSS2;PFAS
GO_Biological_Process_2021	protein deacetylation (GO:0006476)	18/45	4.195234e-03	1.206986e-01	0	0	2.411384e+00	1.319945e+01	HDAC4;MIDEAS;HDAC11;BAZ2A;SIRT6;HDAC9;SIRT1;TRERF1;HDAC7;MORF4L1;MTA1;BRMS1;FLNA;TBL1X;MTA2;RCOR3;MTA3;RCOR1
GO_Biological_Process_2021	regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	18/45	4.195234e-03	1.206986e-01	0	0	2.411384e+00	1.319945e+01	TGFB2;SMAD3;STAT3;GATA3;FOS;FOXO3;HIF1A;APLN;NFATC4;SMARCA4;BMP4;KLF5;NFIB;WT1;PPARG;SOX9;TEAD1;PPARD
GO_Biological_Process_2021	transcription, DNA-templated (GO:0006351)	65/221	4.232311e-03	1.211472e-01	0	0	1.511111e+00	8.258233e+00	CCNT2;CRCP;THRB;SCX;RSF1;YBX2;TTF2;MED16;SNAPC3;TRIM24;NELFA;PKNOX1;KLF13;TBP;TSC22D1;NCBP2;GTF3A;GTF2F1;POLRMT;EREG;NFX1;TBPL2;TBPL1;TFAM;GTF2A2;CTDP1;NFIX;GTF3C5;CTR9;TAF9;SUPT4H1;GLIS3;BAZ2A;CREBL2;MLLT1;FOXO3;MLLT3;PMF1;TAF1B;POLR2B;HSF1;LEO1;POLR2H;ZBTB7B;RREB1;RNGTT;BRF1;TAF13;TAF11;ELL3;HIPK3;NFKB1;SETX;CDK9;DRAP1;NR4A2;BCL3;TRIP11;RNPS1;POLR3H;TAF6;TAF5;MNAT1;TAF3;TAF2
GO_Biological_Process_2021	chromatin remodeling at centromere (GO:0031055)	14/32	4.304436e-03	1.222341e-01	0	0	2.812298e+00	1.532170e+01	CENPT;CENPU;HELLS;NPM1;CENPX;RSF1;KNL1;MIS18A;RBBP4;MIS18BP1;RUVBL1;CENPP;CENPQ;ITGB3BP
GO_Biological_Process_2021	protein O-linked glycosylation (GO:0006493)	34/102	4.370503e-03	1.222341e-01	0	0	1.810497e+00	9.836208e+00	POMT2;ST6GALNAC2;POMT1;GXYLT1;PLOD3;TRAK1;GALNT10;MUC1;MGAT5B;ST3GAL4;PGM3;ST8SIA6;LARGE1;XXYLT1;ST3GAL1;MUC4;GALNT9;B3GALNT2;GALNT6;GALNT4;MUCL1;CRPPA;GALNT2;SLC35C1;C1GALT1;POMGNT2;MUC5AC;DPM1;B3GNT5;TET3;B3GNT3;GALNTL6;OGT;ST6GALNAC4
GO_Biological_Process_2021	positive regulation of supramolecular fiber organization (GO:1902905)	31/91	4.396559e-03	1.222341e-01	0	0	1.870504e+00	1.015110e+01	SEMA5A;APP;NUMA1;SLAIN2;PSEN1;LMOD2;BAIAP2L2;BAIAP2L1;PTK2B;CCR7;APOE;CDK5RAP2;VASP;CARMIL1;EDN1;GPX1;CAV3;PRKCE;BAIAP2;VIL1;CTTN;NAV3;BIN1;CDC42EP4;CDC42EP3;CDC42EP1;F2RL1;EVL;MET;ARF6;CCL26
GO_Biological_Process_2021	regulation of hydrolase activity (GO:0051336)	26/73	4.458401e-03	1.222341e-01	0	0	2.002081e+00	1.083720e+01	PLXND1;EFNA5;RAP1GAP;SERPINA5;FGD2;FGD3;FGD5;SIPA1L1;CHN2;PLXNA2;PLXNA1;PLXNA4;EPHB3;VAV3;EPHA4;NTRK2;CAV1;DAB2IP;OCRL;ARHGAP27;ADAP1;VAV1;PTK2;VAV2;CFAP100;PLXNB2
GO_Biological_Process_2021	regulation of programmed cell death (GO:0043067)	58/194	4.519848e-03	1.222341e-01	0	0	1.546130e+00	8.347985e+00	FANK1;RARG;STEAP3;RBM25;PPP1R13B;FLT3;CD3E;PIDD1;LGALS1;MECOM;TRIM24;AKT1;SOX9;CTSB;TGM2;TOMM70;HSP90AA1;DAPK1;ACTN1;DAPK2;DAPK3;NME2;ACTN4;SIRT1;PAX2;NME1;BRMS1;AKT1S1;TMEM219;SGK1;RAF1;NDRG1;LRP8;RTN4;ABL1;HS1BP3;NAE1;ZBTB7A;MOAP1;CREBBP;TIGAR;CRADD;STAT1;OSGIN1;TNFRSF10B;TNFRSF10D;RSL1D1;TP53I3;ACER3;BCL3;ANP32E;TNFSF9;BAX;ANP32B;TARDBP;NOP53;BCAR1;TP73
GO_Biological_Process_2021	ERBB signaling pathway (GO:0038127)	24/66	4.554219e-03	1.222341e-01	0	0	2.067788e+00	1.114889e+01	HSP90AA1;SHC3;SRC;GAB1;PTPN11;PIK3R1;PTPN12;PTK2;EREG;VIL1;ERBB3;KIF16B;NRG4;ERBB4;AKT1;PLCE1;PTK2B;CPNE3;GRB2;SOX9;PLCG1;FAM83B;BCAR1;FAM83A
GO_Biological_Process_2021	lamellipodium organization (GO:0097581)	13/29	4.558560e-03	1.222341e-01	0	0	2.937543e+00	1.583556e+01	ITGB1;CYFIP1;CARMIL1;RHOD;CCDC88A;ABLIM1;GOLPH3;ABLIM2;ABLIM3;CTTN;KIT;SPATA13;ARHGEF4
GO_Biological_Process_2021	regulation of signal transduction (GO:0009966)	59/198	4.562135e-03	1.222341e-01	0	0	1.538905e+00	8.294641e+00	SEMA5A;APP;MTCH1;ZDHHC7;NUCKS1;CD3E;LFNG;RGS3;TMEM108;PLCE1;CD36;RGS6;YWHAG;ACVR1;IGFBP4;ITGA3;AXIN1;SENP2;SIRT1;ZDHHC17;SREBF2;OVOL2;RUNX1;PLSCR1;DOK5;PIGBOS1;PLCB1;LLGL2;CD63;SRC;RGS16;GATA3;SOCS2;UGCG;GRK2;SHARPIN;GRK5;IRAK1;ERBB3;GRK6;CD55;CREBBP;CAV3;PTCH1;AMFR;DTNBP1;DCDC2;CASTOR1;SULF1;ESR1;DHRS3;WDR11;CASTOR2;KIF26A;TMEM237;VEPH1;RGS12;OGT;FGFR2
GO_Biological_Process_2021	protein localization to nucleus (GO:0034504)	35/106	4.594758e-03	1.222341e-01	0	0	1.785068e+00	9.608735e+00	NUP107;NUP188;CSE1L;XPA;TOR1AIP2;SIX1;PTTG1IP;TPR;LMNA;FAM53C;AKT1;FAM53A;TNPO1;ZBTB7A;TNPO2;BANP;NUP214;SEC13;TOR1A;NUP155;PLK1;STAT3;NUTF2;TOR1B;RANBP6;BMP7;PML;BMP4;POM121L2;CNEP1R1;BCL3;TAF8;NOP53;TAF3;KPNB1
GO_Biological_Process_2021	regulation of double-strand break repair (GO:2000779)	17/42	4.618162e-03	1.222341e-01	0	0	2.459357e+00	1.322583e+01	OTUB2;RTEL1;KDM1A;MGMT;DDX11;WAS;RPA2;SIRT6;PML;MRNIP;PPP4C;PPP4R2;SHLD2;UBR5;POT1;TERF2IP;TRIP12
GO_Biological_Process_2021	regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	17/42	4.618162e-03	1.222341e-01	0	0	2.459357e+00	1.322583e+01	CAV3;CSNK2A1;SMURF1;MAGEF1;PTEN;AXIN1;RAD23A;COMMD1;RAD23B;PML;PTK2;HIPK2;LATS1;NUB1;GNA12;PTK2B;QRICH2
GO_Biological_Process_2021	pharyngeal system development (GO:0060037)	9/17	4.625145e-03	1.222341e-01	0	0	4.065689e+00	2.185815e+01	TBX1;BMP4;TGFB2;BMPR2;PTCH1;NOG;GATA3;BMP7;BMP5
GO_Biological_Process_2021	regulation of cholesterol biosynthetic process (GO:0045540)	9/17	4.625145e-03	1.222341e-01	0	0	4.065689e+00	2.185815e+01	SEC14L2;MBTPS1;SREBF1;ERLIN1;ERLIN2;APOE;SREBF2;ABCG1;KPNB1
GO_Biological_Process_2021	ruffle organization (GO:0031529)	9/17	4.625145e-03	1.222341e-01	0	0	4.065689e+00	2.185815e+01	CARMIL1;CYFIP1;LIMA1;PLEKHA1;TPM1;PIP5K1A;CCR7;AIF1L;ARF6
GO_Biological_Process_2021	neuronal ion channel clustering (GO:0045161)	6/9	4.736625e-03	1.222341e-01	0	0	7.225196e+00	3.867236e+01	CNTNAP2;MTCH1;SPTBN4;PICK1;NRCAM;AGRN
GO_Biological_Process_2021	positive regulation of DNA-directed DNA polymerase activity (GO:1900264)	6/9	4.736625e-03	1.222341e-01	0	0	7.225196e+00	3.867236e+01	RFC3;PCNA;POLG2;RFC2;DSCC1;CHTF18
GO_Biological_Process_2021	regulation of DNA-directed DNA polymerase activity (GO:1900262)	6/9	4.736625e-03	1.222341e-01	0	0	7.225196e+00	3.867236e+01	RFC3;PCNA;POLG2;RFC2;DSCC1;CHTF18
GO_Biological_Process_2021	regulation of mammary gland epithelial cell proliferation (GO:0033599)	6/9	4.736625e-03	1.222341e-01	0	0	7.225196e+00	3.867236e+01	GPX1;ZNF703;GATA3;RREB1;RTN4;ROBO1
GO_Biological_Process_2021	positive regulation of histone methylation (GO:0031062)	12/26	4.759679e-03	1.222341e-01	0	0	3.098627e+00	1.657014e+01	DNMT1;KMT2A;RIF1;AUTS2;CTR9;MYB;MTF2;CTNNB1;FAM47E;JARID2;SIRT1;OGT
GO_Biological_Process_2021	proteoglycan metabolic process (GO:0006029)	12/26	4.759679e-03	1.222341e-01	0	0	3.098627e+00	1.657014e+01	BMPR2;CANT1;CHST11;CHST12;XYLT1;B3GALT6;CHST14;ADAMTS12;SULF1;BMPR1B;B4GALT7;SULF2
GO_Biological_Process_2021	TOR signaling (GO:0031929)	12/26	4.759679e-03	1.222341e-01	0	0	3.098627e+00	1.657014e+01	PRR5;RPTOR;FLCN;CCDC88A;MAPKAP1;NPRL3;SYAP1;MEAK7;AKT1;EIF4EBP2;PRR5L;GATA3
GO_Biological_Process_2021	nuclear-transcribed mRNA catabolic process (GO:0000956)	52/171	4.760971e-03	1.222341e-01	0	0	1.583728e+00	8.468674e+00	RPL30;TUT7;RPL31;RPLP1;RPLP0;RPL10A;TENT4B;RPL6;RPS14;ZFP36;RPS16;RPL18A;MAGOH;ZC3H12A;RPL38;RPL37;RPS13;DIS3L2;CNOT6L;RPL21;RPS8;NCBP2;RPL22;RPL13A;RPS3A;XRN1;CSDE1;RPL37A;TUT1;PABPC1;RPL29;RPL36A;GSPT1;ZFP36L1;EXOSC10;DHX34;EXOSC9;RPL13;RPL41;PYM1;SAMD4A;UPF3A;MAGOHB;CNOT4;PAN2;RPS26;CNOT2;RPL27A;RNPS1;EIF3E;DCP1A;DCP1B
